,page.status_code,ID,Name,Price,Release_Date,Standing screen display size,Screen Resolution,Max Screen Resolution,Processor,RAM,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 3.0 Ports,Average Battery Life (in hours),Brand,Series,Item model number,Hardware Platform,Operating System,Item Weight,Product Dimensions,Item Dimensions LxWxH,Color,Processor Brand,Number of Processors,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Optical Drive Type,Power Source,Batteries,200,B0B1L638D3,"HP Pavilion Laptop (2022 Model), 17.3"" FHD IPS Display, Intel Core i3-1115G4 Processor, 16GB RAM, 256GB PCIe SSD, 1TB HDD, Anti-Glare Screen, Long Battery Life, Webcam, HDMI, Bluetooth, Wi-Fi, Win 11",$589.00,"May 17, 2022",17.3 Inches,Unnamed: 6,1920 x 1080 Pixels,4.1 GHz core_i3,16 GB DDR4,2666 MHz,256 GB SSD,Intel UHD Graphics,Intel,Integrated,"Bluetooth, 802.11a/b/g/n/ac",Unnamed: 16,Unnamed: 17,HP,Pavilion,Pavilion.1,PC,Windows 11,6.89 pounds,Unnamed: 24,Unnamed: 25,Natural Silver,Intel.1,2,DDR4 SDRAM,256 GB,PCIE x 4,Unnamed: 32,Unnamed: 33,Unnamed: 34
862,200.0,B07JYT4PZR,"Dell Latitude 5490 Business 7th Gen Laptop PC (Intel Core i5-7300U, 8GB Ram, 256GB SSD, Camera, WIFI, Bluetooth) Win 10 Pro (Renewed)",$214.99,"October 28, 2018",14 Inches,,,8032,8 GB DDR4,2.6 GHz,SSD,Intel HD Graphics 620,Intel,Integrated,802.11ac,,,Dell,Dell Latitude,Latitude,,Windows 10 Pro,3.52 pounds,18.6 x 11.5 x 2.8 inches,,,,2.0,SODIMM,256 MB,Unknown,,Battery Powered,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,200.0,B088PDB63Z,"ASUS - ROG Zephyrus G14 14"" Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 2060 - 1TB SSD - Moonlight White",From $849.99,"May 16, 2020",14 Inches,,1920 x 1080 Pixels,2.3 GHz ryzen_9,16 GB DDR4,3200 MHz,1 TB SSD,NVIDIA GeForce RTX 2060,NVIDIA,Dedicated,,4.0,,ASUS,Zephyrus 14,GA401IV-BR9N6,PC,Windows 10,3.64 pounds,12.8 x 8.7 x 0.7 inches,,White,AMD,2.0,DDR DRAM,1 TB,Solid State,,,1 Lithium Metal batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,200.0,B07KTLGQ4R,"HP 2019 Newest 17 17.3"" HD+ (1600x900) Premium Laptop (Intel Core i5-7200U, 8GB 2400 MHz DDR4, 1TB HDD, HDMI, Wi-Fi, Bluetooth, Ethernet Gigabit RJ-45, Windows 10 - Black)",From $903.05,"November 23, 2018",17.3 Inches,1600x900,1600x900,1.7 GHz core_i5_family,8 GB SO-DIMM DDR4,2400 MHz,1 TB HDD,Intel UHD Graphics 620,Intel,Integrated,"Bluetooth, 802.11bgn",1.0,,HP,HP 17 Non-Touch Commercial Laptop,HP 17.3-Inch NoteBook PC,PC,Windows 10 Home,5.4 pounds,10.72 x 16.33 x 0.96 inches,,,Intel,2.0,DDR4 SDRAM,,ESATA,No Optical Drive,AC & Battery,1 Lithium Metal batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,200.0,B08FMDCSS9,"Lenovo Ideapad 3 2020 Premium Gaming Laptop I 15.6"" FHD IPS 120Hz I Intel Quad-Core i5-10300H (>i7-8850H) I 8GB DDR4 256GB PCIe SSD I 4GB GTX 1650 Backlit Dolby HDMI Win 10 + 16GB Micro SD Card",$697.00,"August 11, 2020",15.6 Inches,1920 x 1080 pixels,Full HD ( 1920 x 1080 ) IPS 120Hz,2.5 GHz core_i5,8 GB DDR4,,256 GB SSD,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,802.11ac,,9 Hours,Lenovo,Lenovo ideapad 3 gaming laptop,Lenovo Ideapad 3,Gaming and Entertainment Laptop Computer,Windows 10 Home,4.84 pounds,19 x 11 x 3 inches,,Onyx Black,Intel,4.0,DDR SDRAM,256 GB,Solid State,,AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,200.0,B0798WWF9M,"Dell Inspiron 13.3"" 2 in 1 Full HD IPS Touchscreen Business Laptop/Tablet, Intel Quad-Core i7-8550U 16GB DDR4 256GB SSD Maxxaudio Backlit Keyboard 802.11AC Bluetooth HDMI Webcam Win 10",From $440.00,"December 6, 2017",13.3 Inches,,1920 x 1080,1.8 GHz core_i7,16 GB DDR4,2133 GHz,256 GB SSD,Intel UHD Graphics 620,Intel,Integrated,"Bluetooth, 802.11ac",1.0,,Dell,Dell i5379,Dell Inspiron 13,2-in-1 PC,Windows 10,2.65 pounds,12.76 x 8.85 x 0.8 inches,,,Intel,4.0,DDR SDRAM,256,Solid State,BD-R,Battery Powered,1 Lithium Polymer batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,200.0,B0BN7QB9Y8,"Lenovo Ultra Thin ThinkPad X1 Nano 13"" 2K (2160x1350) IPS 450nits Ultrabook i7-1160G7 Finger Print Windows 10 Pro W/HDMI (16GB RAM | 512GB PCIe SSD)","$1,156.99","November 24, 2022",13 Inches,,2160 x 1350 Pixels,4.4 GHz core_i7,16 GB LPDDR4X,,SSD,Intel Iris,Intel,Integrated,,2.0,,Lenovo,ThinkPad X1 Nano 13,,,Windows 10 Pro,3.87 pounds,11.53 x 0.55 x 8.18 inches,,16GB RAM | 512GB PCIe SSD,Intel,4.0,,512 GB,,,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,200.0,B0B6HPW32L,"Dell Latitude 5000 5320 Laptop (2021) | 13.3"" FHD Touch | Core i5 - 128GB SSD - 8GB RAM | 4 Cores @ 4.4 GHz - 11th Gen CPU Win 11 Pro (Renewed)",$529.99,"July 14, 2022",13.3 Inches,,1920x1080 MP,2.6 GHz core_i5,8 GB DDR4,,128 GB SSD,Intel Integrated Graphics,Intel,Integrated,Bluetooth,,,Dell,Latitude 5320 Laptop,Latitude 5320 Laptop,PC,Windows 11 Pro,2.61 pounds,8.17 x 12.04 x 0.67 inches,,Black,Intel,4.0,DDR4 SDRAM,,Solid State,,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,200.0,B09MBWJDPD,"Lenovo 2022 IdeaPad 3i 15.6"" FHD IPS Anti-Glare Laptop PC 10-Core Intel i5-1235U 40GB DDR4 1TB NVMe SSD Iris Xe Graphics HDMI USB-C WiFi AX BT Backlit KB Fingerprint Webcam Windows 11 Pro w/ RE USB",,"December 3, 2022",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1.3 GHz intel_core_i5_1135g7,40 GB DDR4,3200 MHz,1 TB SSD,Intel Iris Xe Graphics,Intel,,802.11ax,2.0,6 Hours,Lenovo,82RK0017US,82RK0017US,PC,Windows 11 Pro,3.64 pounds,14.14 x 9.31 x 0.78 inches,,Gray,Intel,4.0,DDR4 SDRAM,,Solid State,No Optical Drive,AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,200.0,B08QY6JK4D,"2021 Newest Dell Inspiron 15 3000 Business Laptop, 15.6"" Full HD Touchscreen, Intel Core i5-1035G1, 16GB DDR4 RAM, 1TB PCIE SSD, Online Meeting Ready, Webcam, Wi-Fi, HDMI, Windows 10 Pro, Black",$599.00,"December 18, 2020",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.1 GHz core_i5_1035g1,16 GB DDR4,3.6 GHz,1 TB SSD,Intel UHD Graphics,Intel,Integrated,Bluetooth,,,Dell,Dell Inspiron,Dell,PC,Windows 10 Pro,4 pounds,,,,Intel,4.0,DDR4 SDRAM,1 TB,Solid State,,Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,200.0,B09TMM6H9C,"2022 HP Stream 14inch HD Laptop, Intel Celeron N4020 Dual-Core Processor, 4GB DDR4 Memory, 128GB Storage(64GB eMMC+64GB Card),WiFi,Webcam, Bluetooth, Win10 S, Snow White | TGCD Bundle (Renewed)",$245.95,"February 28, 2022",14 Inches,,1366 x 768 Pixels,1.1 GHz celeron_n4020,4 GB DDR4,2.8 GHz,64 GB SSD,Integrated,Intel,Integrated,"Bluetooth, 802.11a",,14 Hours,HP,HP Stream,,PC,"Windows 10 Pro, Windows 10",4.44 pounds,,,Snow White,Intel,2.0,DDR4 SDRAM,64 GB,Solid State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,200.0,B07WKDHSSR,"Asus Chromebook 14"" HD Anti-Glare Nano-Edge Display Laptop Computer, Intel Celeron N3350 up to 2.4GHz, 4GB DDR4, 64GB eMMC Flash Memory, HD Webcam, 802.11ac, Bluetooth, USB-C, MicroSD, Chrome OS",From $92.00,"August 16, 2019",14 Inches,1600 x 768,1366x768 Pixels,1.1 GHz celeron_n3350,4 GB DDR4,,64 GB SSD,Intel HD Graphics 500,Intel,,802.11ac,,10 Hours,ASUS,Asus Chromebook,C423,PC,Windows 10,2.7 pounds,8.4 x 13.5 x 0.8 inches,,Grey,Intel,2.0,DDR4 SDRAM,64 GB,Solid State,,AC & Battery,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,200.0,B09YHCRYM5,"HP New OMEN - 16.1"" Micro-Edge QHD 2K 165Hz Gaming Laptop - Intel Core i7 11800H - B&O - NVIDIA GeForce RTX 3070 - 32GB Memory 2TB SSD - Ceramic White HDMI2.1 Thunderbolt 4","$2,499.00","April 21, 2022",16 Inches,,2560x1440 Pixels,4.6 GHz core_i7,DDR4,4.6 GHz,SSD,NVIDIA GeForce RTX 3070,NVIDIA,Dedicated,802.11ax,3.0,,HP,HP OMEN,,,Windows 11 Home,5.11 pounds,14.54 x 9.76 x 0.91 inches,,White,Intel,8.0,DDR4 SDRAM,2 TB,Solid State,,Battery Powered,1 Lithium Ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,200.0,B09K4Q4FZH,"Dell Vostro 14 Business Laptop: Core i5-1135G7, 256GB SSD, 8GB RAM, 14"" Full HD Display, Windows 10 Professional",$617.00,"December 1, 2021",14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.4 GHz core_i5,8 GB DDR4,2666 MHz,256 GB SSD,Intel UHD Graphics,Intel,Integrated,802.11ac,,,Dell,Vostro 14,3400,PC,Windows 10 Pro,5.08 pounds,,,Black,Intel,4.0,DDR4 SDRAM,256 GB,Solid State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,200.0,B0BLM64XTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,200.0,B09M96J5SJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,200.0,B0BHN7QG31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,200.0,B09Z47W8YR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,200.0,B07BLGSHCW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,200.0,B0B9XP7XX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,200.0,B07BB6BCPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,200.0,B01578ZKPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,200.0,B0BRBW1M4R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,200.0,B09L3812QG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,200.0,B09HNPKMST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,200.0,B095G2H248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,200.0,B079TH3P21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,200.0,B089T5V5FX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,200.0,B0BP6TNDNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,200.0,B07ZSFXPZX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,200.0,B0B4M534WY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,200.0,B09XFGZ9DW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,200.0,B09VQXR84W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,200.0,B08Q32CRTQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,200.0,B0B8297B5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,200.0,B0BCF6D3WH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,200.0,B09QFTGPQC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,200.0,B0BGG2B4KM,2022 HP Laptop PC | 14 inch HD Touchscreen | Intel 11th Gen Dual-Core i3-1115G4 | 32GB DDR4 RAM 1TB M.2 NVMe SSD | Intel UHD Graphics | HDMI | WiFi | Bluetooth | USB-C | Webcam | Windows 10 Pro,$949.99,"April 12, 2022",14 Inches,1366x768,1366 x 768 Pixels,1.7 GHz core_i3_family,32 GB DDR4,2666 MHz,1 TB SSD,Intel UHD Graphics,Intel,Integrated,802.11ac,3.0,6 Hours,HP,14-DQ2010,14-DQ2010,PC,Windows 10 Pro,6 pounds,12.76 x 8.68 x 0.71 inches,,Silver,Intel,2.0,DDR4 SDRAM,,Solid State,,AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,200.0,B08D3X9RF6,"HP Newest Flagship Chromebook, 11.6"" HD (1366 x 768) Display, Intel Celeron Processor N3350, 4GB LPDDR2, 32GB eMMC, Chrome OS, HD Graphics 500, 11A-NB0013DX, Ash Gray",$65.50,"July 16, 2020",11.6 Inches,,1366 Pixels,1.1 GHz celeron_n3350,4 GB DDR,,32 GB hybrid,Intel HD Graphics 500,Intel,Integrated,801.11ac,,12 Hours,HP,HP Chromebook,11A-NB0013DX,PC,Chrome OS,3 pounds,12 x 8.2 x 0.7 inches,,Ash Gray,Intel,2.0,DDR2 SDRAM,32,Solid State,No Optical Drive,AC & Battery,1 Lithium Metal batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,200.0,B09P2K144H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,200.0,B07H6LXXDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,200.0,B07S79QR3F,"Newest HP Envy X360 2-in-1 13.3"" FHD IPS Touchscreen Thin and Lightweight Laptop, AMD Ryzen 5 Quad-core 2.0 GHz, 8GB DDR4 RAM, 512GB SSD, Backlit Keyboard, USB-C, WiFi, Bluetooth, Windows 10","$1,099.99","May 1, 2019",13.3 Inches,,,3.6 GHz ryzen_5_2500u,8 GB DDR4,3.6 GHz,512 GB SSD,,AMD,Integrated,"Bluetooth, 802.11b",,,HP,HP Envy,,Windows,Windows 10,2.87 pounds,12 x 8.5 x 0.6 inches,,,AMD,4.0,SDRAM,512 GB,USB 3.1,,Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,200.0,B00EXY6EC2,"Dell Latitude E6530 Laptop, Intel Core 3rd Generation i5-3340M Processor 2.70GHz Turbo, 4gb, 320gb HD, Windows 7 Professional, DVD drive, Intel HD Graphics 4000, 15.6"" LED display",$151.42,"September 3, 2013",15.6 Inches,,,core_i5,4 GB DDR3,1600 MHz,500 GB SSD,Intel HD Graphics 4000,Intel,Integrated,802.11bgn,,,Dell,Lattitude,E6530,PC,Windows 7,5.6 pounds,16 x 10 x 2 inches,,Black,,1.0,DDR3 SDRAM,320 GB,,,AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,200.0,B09J24JCRQ,"Dell Latitude 7430 Multi-Touch 2-in-1 Laptop (Aluminum) - 14"" FHD Touch, Pen Support - Intel Core i7-1265U 10-Core (12th Gen) - 512GB SSD - 16GB - 5 Years ProSupport - Win 11 pro","$1,759.00","October 9, 2021",14 Inches,,1920 x 1080 Pixels,3.6 GHz core_i7_family,16 GB LPDDR4X,2.6 GHz,512 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,Bluetooth,,,Dell,Latitude 7430 2-in-1 Laptop,Latitude 7420,PC,Windows 11 Pro,4.83 pounds,,,,Intel,10.0,DDR4 SDRAM,512 GB,eSATA,,Battery Powered,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,200.0,B08K3QWR4Y,"HP Chromebook 11.6"" HD Laptop for Business and Student, Intel Celeron N3350, 4GB Memory, 160GB Space(32GB eMMC+128GB MemoryCard), Webcam, USB-C, WiFi , Bluetooth, Chrome OS+AllyFlex mp",$189.00,"September 25, 2020",11.6 Inches,1360x768,1366 x 768 Pixels,1.1 GHz celeron,4 GB LPDDR2,,32 GB SSD,Intel HD Graphics 500,Intel,Integrated,802.11ac,,10 Hours,HP,hp nb0013,HP 11 CHROMEBOOK,PC,Chrome OS,2.98 pounds,12 x 8.2 x 0.7 inches,,Black,Intel,2.0,DDR4 SDRAM,32 GB,Solid State,,AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,200.0,B09T7B6BZ6,"Dell Inspiron 15 3000 3511 Business Laptop 15.6"" FHD Anti-Glare Touchscreen 11th Generation Intel Quad-Core i7-1165G7 16GB RAM 1TB HDD Intel Iris Xe Graphics HDMI HD Webcam Win11 Pro Black (Renewed)",$699.00,"February 23, 2022",15.6 Inches,1920 x 1080 pixels,FHD (1920 x 1080) WVA Touchscreen Pixels,1.2 GHz core_i7,16 GB DDR4,,1 TB HDD,Intel Iris Xe Graphics,Intel,Integrated,802.11ac,,,Dell,Inspiron 15.6 I7,AQ-laptop-124,PC,Windows 11 Pro,3.82 pounds,14.11 x 9.27 x 0.74 inches,,Black,Intel,4.0,DDR4 SDRAM,1 TB,Serial ATA,,AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,200.0,B0815QHJ6C,"HP EliteBook 840 G4 14 FHD Laptop, Core i7-7600U 2.8GHz, 16GB, 256GB Solid State Drive, Windows 10 Pro 64Bit, CAM, Touch, (Renewed)",$399.00,"November 7, 2019",14 Inches,,,2.8 GHz core_i7,16 GB,2.8 GHz,256 GB SSD,Intel HD Graphics,,Integrated,,,,HP,HP EliteBook 840 G4,,PC,Windows 10,3.26 pounds,,,,Intel,2.0,DDR4 SDRAM,,Solid State,,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,200.0,B09ZQ2QP7C,"2022 ASUS Laptop L210 11.6” Ultra Thin Student Laptop Computer, Intel Celeron N4020 Processor, 4GB RAM, 192 GB Storage, Windows 10 Home in S Mode with One Year of Office 365 Personal, Star Black",$249.99,"May 6, 2022",11.6 Inches,,1367 x 768 Pixels,2.8 GHz celeron_n4020,4 GB DDR4,2666 MHz,192 GB SSD,Intel UHD Graphics,Intel,Integrated,Bluetooth,,12 Hours,ASUS,L210,L210,PC,Windows 10,3.65 pounds,,,,Intel,2.0,DDR4 SDRAM,128 GB,Solid State,,Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,200.0,B09YBS4TVK,"Dell Inspiron 14 Plus 7420 Laptop - 14 inch, 2.2K 16:10, Intel Core i7-12700H, 16GB DDR5 RAM, 1TB SSD, Intel Iris Xe, 2 Yr Onsite + AntiVirus, Migrate, Windows 11 Pro + Office 365 - Atlantic Blue","$1,499.99","July 17, 2022",14 Inches,2240 x 1400 pixels,2240 x 1400 Pixels,4.7 GHz core_i7_family,16 GB DDR5,4800 MHz,1 TB SSD,Intel Iris Xe Graphics,Intel,Iris Xe Graphics,"Bluetooth, 802.11ax",2.0,,Dell,Inspiron 14 Plus 7420 Notebook,i7420-7607GRE-PUS,PC,Windows 11 Pro,3.7 pounds,14.11 x 0.71 x 8.05 inches,,Atlantic Blue (Win 11 Pro + Office 365),Intel,14.0,,1 TB,,,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,200.0,B09TTS83GF,"HP 17z 17.3"" HD+ Touchscreen Laptop, AMD Ryzen 5 5625U Processor, 16GB DDR4 RAM, 256GB PCIe SSD, HDMI, Webcam, Fingerprint Reader, Wi-Fi 6, Windows 11 Home, Silver",$731.99,"March 3, 2022",17.3 Inches,,1600 x 900 Pixels,2.3 GHz ryzen_5,16 GB DDR4,,256 GB SSD,AMD Radeon Graphics,AMD,Integrated,"Bluetooth, 802.11a",3.0,,HP,NOTEBOOK,17z,PC,Windows 11 Home,6.34 pounds,14.11 x 9.27 x 0.74 inches,,Silver,AMD,6.0,DDR4 SDRAM,256 GB,PCIE x 4,,AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,200.0,B086SFQVDX,"HP Laptop 14-dq0090nr, Windows 11 Home in S Mode, 14"", Intel Pentium Silver, 4GB RAM, 128GB SSD, HD, Natural Silver",$187.00,"April 5, 2020",14 Inches,1366 x 768,1366 x 768 Pixels,3.1 GHz pentium,4 GB DDR4,2400 MHz,128 GB 128 GB SATA 3 TLC M.2 SSD,Intel UHD Graphics 605,Intel,Integrated,"Bluetooth, 802.11ax",,10.15 Hours,HP,HP Laptop 14-dq0090nr,8BA38UA#ABA,PC,Windows 11 Home in S mode,3.2 pounds,12.76 x 8.86 x 0.71 inches,,Natural silver,Intel,4.0,DDR4 SDRAM,,Serial ATA,No Optical Storage Device,,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,200.0,B08QRN5TLN,"Lenovo Chromebook Flex 3 2-in-1 11.6"" HD Touchscreen Laptop, MediaTek MT8173C Quad-Core Processor, 4GB RAM, 32GB eMMC, HDMI, Webcam, Wi-Fi, Bluetooth, Chrome OS, Platinum Gray, IFT Bundle",$220.00,"December 16, 2020",11.6 Inches,1366 x 768,1366 x 768 Pixels,2.4 GHz MediaTek_MT8125,4 GB DDR4,,32 GB SSD,PowerVR GX6250,MediaTek,Integrated,802.11ac,,10 Hours,Lenovo,Flex 3 -11,flex 3 -11Cb,PC,Chrome OS,3 pounds,17.6 x 9.84 x 2.64 inches,,Gray,MediaTek,4.0,DDR4 SDRAM,32 GB,Solid State,,Battery Powered,1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,200.0,B09V81RR5P,HP 15-EF AMD Ryzen 3 3250U 8GB 256GB SSD 15.6-Inch Full HD WLED Win 11 Laptop,$377.00,"March 10, 2022",15.6 Inches,,1920 x 1080 Pixels,9 GHz,8 GB DDR4,3.5 GHz,256 GB SSD,AMD Radeon Graphics,AMD,Dedicated,Bluetooth,,,HP,,4S917UA#ABA,,Windows 11 Home,1 pounds,12.4 x 19 x 2.7 inches,,,AMD,2.0,,256 GB,USB,,"Corded Electric, Battery Powered",1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,200.0,B09LYZR5HM,"HP 15 Laptop, 11th Gen Intel Core i5-1135G7 Processor, 8 GB RAM, 256 GB SSD Storage, 15.6-inch Full HD (1920 x 1080) Display, Windows 11 Home, 802.11ac, Bluetooth, W/ Valinor Accessories",$509.00,"November 16, 2021",15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,4.2 GHz core_i5,8 GB DDR4,2666 MHz,256 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,802.11a/b/g/n/ac,,,HP,,hp-205wm,PC,Windows 11 Home,3.73 pounds,14.11 x 9.53 x 0.71 inches,,Natural Silver,Intel,4.0,DDR4 SDRAM,256 GB,Solid State,,AC & Battery,1 Lithium Ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,200.0,B08B5JW8JV,"Asus TUF FX505DT Gaming Laptop, 15.6” Full HD, AMD Ryzen 7 R7-3750H Processor, GeForce GTX 1650 Graphics, 8GB DDR4, 256GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home, FX505DT-WB72, RGB Keyboard",$849.00,"June 14, 2020",15.6 Inches,,1920x1080 Pixels,2.3 GHz amd_ryzen_7_3750h,8 GB DDR4,2400 MHz,256 GB SSD,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,801.11ac,,,ASUS,FX505DT-WB72,FX505DT-WB72,PC,Windows 10,5.1 pounds,14.9 x 10.32 x 1.02 inches,,Black,AMD,1.0,DDR4 SDRAM,256 GB,Solid State,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,200.0,B0731M22ST,"HP Full HD IPS 15.6"" Notebook, Intel Core i7-7500U Processor, 16GB Memory, 1TB Hard Drive, 4GB DSC R7 M440 Graphics, Optical Drive, HD Webcam, Windows 10 Home",$465.00,"May 22, 2017",15.6 Inches,1920 x 1080 pixels,,,16 GB SDRAM,2133 MHz,1 TB,AMD Radeon R7,Intel,Dedicated,802.11ac,,7 Hours,HP,,1HZ45UA,,Windows 10 Home,4.83 pounds,15 x 1 x 10 inches,,,Intel,2.0,GDDR3,,,,Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
