ID,Name,Price,Processor,Number of USB 3.0 Ports,Number of Processors,Computer Memory Type,Hard Drive Interface,Bluetooth,Wireless_Year,Numeric_Release_Date,Numeric_Display_Size,Resolution_Width,Resolution_Height,Numeric_RAM,Numeric_Memory_Speed,Numeric_Drive_Capacity,Drive_Type,Numeric_Battery_Capacity,Numeric_Battery_Life,Clean_Brand,Clean_Series,Clean_Operating_System,Lithium_Battery_Technology,Clean_Processor_Type,Numeric_Processor_Speed,Height,Depth,Width,Clean_Processor_Brand,Numeric_Flash_Size,Clean_Optical_Drive,Graphics_Coprocessor_Category,Chipset_Category,Integrated_Graphics,Color_Category,Number_of_Color_words,Numeric_Weight
B08D6G6547,"ASUS VivoBook Flip 14 Thin and Light 2-in-1 Laptop, 14” FHD Touch Display, AMD Ryzen 5 4500U, 8GB DDR4 RAM, 256GB SSD, Glossy, Stylus, Fingerprint Reader, Windows 10 Home, Bespoke Black, TM420IA-DB51T",627.99,4 GHz ryzen_5_4500u,,2.0,DDR4 SDRAM,,True,2014.0,1594944000.0,14.0,1920.0,1080.0,8.0,,256000000.0,SSD,,,asus,,windows 10,lithium ion,ryzen,4.0,0.7,8.7,12.8,amd,,None,radeon,amd,False,black,2.0,3.3
B08D6KM1B6,"HP 2020 Envy X360 2-in-1 15.6"" FHD IPS Touchscreen Premium Laptop PC | AMD 4th Gen Ryzen 5 Six-Core 4500U | 16GB RAM | 512GB PCIe SSD | Backlit Keyboard | Fingerprint Reader | WiFi 6 | Windows 10",719.88,2.3 GHz amd_r_series,,6.0,DDR4 SDRAM,serial ata,True,,1594944000.0,15.6,,,16.0,2300.0,512000000.0,,,7.0,hp,,windows 10,lithium ion,,2.3,0.7,9.1,14.1,amd,512.0,,,amd,True,,,7.39
B08D6ZR252,"Newest HP Envy x360 2-in-1 Laptop, 15.6"" Full HD Touchscreen, AMD Ryzen 5 5625U 6-Core Processor, 16GB RAM, 512GB SSD, Backlit Keyboard, HDMI, Webcam, Wi-Fi 6, Windows 11 Home, HP Stylus Pen Included",679.99,2.1 GHz amd_r_series,,6.0,DDR4 SDRAM,pcie x 4,,,1594944000.0,15.6,1920.0,1080.0,16.0,,512000000.0,SSD,,10.0,hp,envy,windows 10,lithium ion,,2.1,0.7,9.1,14.1,amd,512.0,,radeon,amd,True,black,1.0,4.41
B08D7WD544,"Lenovo Chromebook 3 11.6 inches HD Laptop, Intel Celeron N4020, 4GB RAM, 32GB eMMC, Chrome OS, Onyx Black (Renewed)",107.91,1.1 GHz celeron_n4020,,2.0,DDR4 SDRAM,solid state,True,1999.0,1595030400.0,11.6,1366.0,768.0,4.0,2800.0,32000000.0,SSD,,10.0,lenovo,,chrome os,lithium ion,,1.1,0.9,10.0,11.6,intel,32.0,,intel,intel,True,black,1.0,2.66
B08D8R4NJX,"ASUS ROG Zephyrus Duo 15 Gaming Laptop, 15.6” 300Hz FHD IPS Type, NVIDIA GeForce RTX 2080S Max-Q, Intel Core i9-10980HK, 16GB DDR4, 1TB PCIe SSD, Per-Key RGB, Thunderbolt 3, Win10 Pro, GX550LXS-XS96",4148.48,2.4 GHz core_i9,2.0,8.0,DDR4 SDRAM,solid state,False,,1592956800.0,15.6,1920.0,1080.0,16.0,3200.0,1000000000.0,SSD,,,asus,,windows 10,lithium ion,,2.4,0.8,10.6,14.2,intel,16.0,BD-R,geforce,nvidia,False,black,1.0,5.5
B08D92T45H,"ASUS L410 MA-DB02 Ultra Thin Laptop, 14” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, NumberPad, Windows 10 Home in S Mode, Star Black",173.98,2.8 GHz celeron_n4020,2.0,2.0,DDR4 SDRAM,usb,True,2014.0,1595203200.0,14.0,1920.0,1080.0,4.0,2800.0,64000000.0,,,,asus,,windows 10,lithium ion,,2.8,0.72,8.5,12.8,intel,64.0,None,intel,intel,True,black,1.0,2.87
B08D93W3CS,"HP Pavilion X360 2-in-1 2019 Flagship 14"" Full HD IPS Touchscreen Laptop/Tablet, Intel Quad-Core i5-8250U 8GB DDR4 128GB SSD 802.11ac Bluetooth 4.2 Fingerprint Reader Backlit Keyboard Win 10 (Renewed)",419.0,1.6 GHz core_i5,,4.0,DDR SDRAM,solid state,False,2014.0,1595203200.0,14.0,1920.0,1080.0,4.0,2400.0,128000000.0,SSD,,9.0,hp,,windows 10,,i5,1.6,0.8,8.8,12.7,intel,128.0,,intel,intel,True,gold,1.0,3.53
B08DCL52XW,"2020 ASUS ROG Strix G 15.6"" FHD LED Gaming Laptop Computer, Intel Core i7-9750H, 32GB RAM, 2TB HDD+2TB SSD, Backlit Keyboard, GeForce GTX 1650 Graphics, HDMI, Win 10, Black, 32GB Snow Bell USB Card",1699.0,2.6 GHz core_i7_family,,6.0,DDR4 SDRAM,serial ata,True,,1577404800.0,15.6,1920.0,1080.0,16.0,4500.0,4000000000.0,Hybrid,,,asus,,windows 10,,i7,2.6,1.0,10.8,14.2,intel,2000.0,,geforce,nvidia,False,black,1.0,5.3
B08DDGJQDW,"ASUS ROG Zephyrus G14 14"" VR Ready 120Hz FHD Gaming Laptop,8Core AMD Ryzen 9 4900HS(Beat i7-10750H),16GB RAM,1TB PCIe SSD,Backlight,Wi-Fi 6,USB C,NVIDIA GeForce RTX2060 Max-Q,Win10 (Moonlight White)",1579.0,4.4 GHz ryzen_9,4.0,8.0,DDR DRAM,solid state,False,2020.0,1595289600.0,14.0,1920.0,1080.0,16.0,3200.0,1000000000.0,SSD,,,asus,,windows 11,lithium ion,ryzen,4.4,0.7,8.7,12.8,amd,1000.0,,geforce,nvidia,False,,4.0,3.64
B08DFNHKNM,"Lenovo Legion Y540-15 Gaming Laptop, 15.6"" IPS, 60Hz, 300 nits, Intel Core i7-9750H Processor, 16G DDR4 2666Mz, 512GB, 1TB 7200, NVIDIA GTX1660Ti, Win 10, 81SX00NNUS, Raven Black (Renewed)",899.66,2.6 GHz apple_ci7,,1.0,DDR4 SDRAM,usb,True,,1595376000.0,15.6,1920.0,1080.0,16.0,2666.0,1000000000.0,HDD,,,lenovo,legion,windows 10,,i7,2.6,1.02,10.51,14.17,intel,,,geforce,nvidia,False,black,1.0,5.1
B08DHNR8TN,"2022 HP ENVY x360 2-in-1 15.6"" FHD Touchscreen Laptop, Intel Core i5-1155G7, 16GB DDR4 RAM, 512GB PCIe SSD, Backlit Keyboard, Intel Iris Xe Graphics, Webcam, Windows 11, Silver, 32GB USB Card",769.0,2.5 GHz core_i5_family,,4.0,DDR4 SDRAM,solid state,True,,1595376000.0,15.6,1920.0,1080.0,16.0,,512000000.0,SSD,,,hp,,windows 10,,i5,2.5,0.68,9.69,14.13,intel,512.0,,iris,intel,True,silver,1.0,4.53
B08DJXYMJL,"Lenovo IdeaPad 5 Laptop: 10th Gen Core i5-1035G1, 16GB RAM, 512GB SSD, 15.6"" Full HD IPS Touchscreen",569.0,3.6 GHz intel_core_i7_1165g7,,4.0,DDR4 SDRAM,solid state,True,,1593561600.0,15.6,1920.0,1080.0,16.0,3200.0,512000000.0,SSD,,9.0,lenovo,,windows 10,lithium polymer,i7,3.6,4.0,14.0,24.0,intel,512.0,,intel,intel,,gray,2.0,4.44
B08DL5JQDS,"Asus Vivobook S15 S532 Thin & Light Laptop, 15.6€  FHD, Intel Core i5-10210U CPU, 8GB DDR4 RAM, 512GB PCIe SSD, Windows 10 Home, Ir Camera, S532FA-DH55, Transparent Silver-Metal (Renewed)",599.66,4.2 GHz amd_a_series,,4.0,DDR4 SDRAM,usb 3.1,False,,1595548800.0,15.6,1920.0,1080.0,8.0,2133000.0,512000000.0,SSD,,,asus,vivobook,windows 10,lithium ion,,4.2,0.71,9.1,14.1,intel,512.0,,intel,intel,True,silver,2.0,3.97
B08DQZ6RC6,"HP Pavilion X360 14-Inch Convertible Touchscreen Laptop, 8th Gen Intel Core I5-8265U, 8 GB RAM, 512 GB Solid-State Drive, Windows 10 Home (14-cd1020nr, Natural Silver) (Renewed)",399.0,3.9 GHz core_i5_family,,4.0,,serial ata,False,,1595808000.0,14.0,1366.0,768.0,8.0,2400.0,,SSD,,8.0,hp,,windows 10,,i5,3.9,0.8,8.8,12.7,intel,512.0,,,intel,True,,,3.52
B08DRQ8ZH6,"Dell - Inspiron 13 7000 2-in-1 - 13.3"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 512GB SSD + 32GB Optane - Silver - i7300-5395SLV-PUS",379.0,4.2 GHz core_i5_10210u,,4.0,DDR2 SDRAM,,False,,1595894400.0,13.3,,,8.0,1600.0,,SSD,,,dell,inspiron,windows 10,lithium ion,i5,4.2,0.6,7.8,12.0,intel,512.0,,intel,intel,True,silver,1.0,4.44
B08F2SR53D,"HP Envy x360 Convertible 15.6-inch Full HD Touchscreen, 10th gen Intel Core i7-10510U, 8GB DDR4 Memory, 512GB PCIe NVMe SSD, Natural Silver",579.0,1.8 GHz core_i7,2.0,4.0,DDR4 SDRAM,solid state,False,2014.0,1596153600.0,15.6,1920.0,1080.0,8.0,1800.0,512000000.0,SSD,,,hp,,windows 10,lithium ion,i7,1.8,0.7,9.7,14.2,intel,512.0,,intel,intel,True,silver,1.0,3.62
B08F2WR1N9,"Lenovo Legion 5 17.3"" Full HD Gaming Notebook Computer, Intel Core i7-10750H 2.6GHz, 16GB RAM, 256GB SSD + 1TB HDD, NVIDIA GeForce RTX 2060 6GB, Windows 10 Home, Phantom Black",1595.0,2.4 GHz apple_ci7,2.0,8.0,DDR4 SDRAM,solid state,False,2014.0,1593043200.0,17.3,1920.0,1080.0,16.0,2933.0,256000000.0,SSD,,,lenovo,legion,windows 10,lithium ion,i7,2.4,1.03,11.42,15.69,intel,256.0,,geforce,nvidia,False,black,1.0,12.05
B08F3TNHFJ,"HP Stream 14 inches HD (1366x768) Display, Intel Celeron N4000 Dual-Core Processor, 4GB RAM, 64GB eMMC, HDMI, WiFi, Webcam, Bluetooth, Win10 S, Royal Blue (Renewed)",219.99,1.1 GHz celeron_n4000,,2.0,DDR4 SDRAM,solid state,True,,1596240000.0,14.0,1366.0,768.0,4.0,2600.0,64000000.0,SSD,,11.0,hp,stream,windows 10,lithium metal,celeron,1.1,3.0,12.0,20.0,intel,64.0,,intel,intel,True,blue,2.0,3.39
B08F3ZBNMS,"Newest Lenovo ThinkPad X1 Extreme Gen 3 15.6” FHD IPS Display Business Laptop, Intel Hexa Core i7-10750H, 32GB RAM 1TB SSD, GeForce GTX 1650 Ti, Fingerprint, Windows 10 Pro | 32GB Tela USB Card",1769.0,2.6 GHz corei7_10750h,,6.0,SDRAM,solid state,True,,1596240000.0,15.6,1920.0,1080.0,32.0,1600.0,1000000000.0,SSD,,,lenovo,,windows 10,,,2.6,0.7,9.7,14.2,intel,,,geforce,nvidia,,black,1.0,3.75
B08F4R57RG,"2020 ASUS ROG Strix G 15.6"" FHD LED Gaming Laptop Computer, Intel Core i7-9750H, Backlit Keyboard, GeForce GTX 1650 Graphics, HDMI, Windows 10, Black+CUE Accessories (16GB RAM | 1TB HDD + 512GB SSD)",949.0,2.6 GHz core_i7,,4.0,DDR4 SDRAM,esata,False,2014.0,1591833600.0,15.6,1920.0,1080.0,16.0,,512000000.0,SSD,,,asus,rog,windows 10,lithium ion,i7,2.6,1.0,10.8,14.2,intel,512.0,,geforce,nvidia,False,black,1.0,5.4
B08F5LL9KV,"2020 Newest HP Envy x360 Convertible 15.6-inch Full HD Touchscreen Laptop, 10th gen Intel Quad-Core i5-10210, 8GB DDR4 Memory, 512GB PCIe NVMe SSD, Webcam, Wi-Fi, Bluetooth, Windows 10 Home, Silver",499.99,1.6 GHz core_i5,,4.0,DDR4 SDRAM,solid state,True,,1584921600.0,15.6,1920.0,1080.0,8.0,1600.0,512000000.0,SSD,,14.0,hp,,windows 10,lithium ion,i5,1.6,0.68,9.69,14.13,intel,,,intel,intel,True,silver,2.0,4.51
B08F7KDT2N,"HP Elite Dragonfly 13.3"" Touchscreen 2 in 1 Notebook, Intel Core i7-8665U, 16GB RAM, 512GB SSD, Windows 10 Pro (8UY75UT#ABA)",2699.0,1.9 GHz core_i7,,1.0,DDR3 SDRAM,serial ata,True,,1596412800.0,13.3,1920.0,1080.0,16.0,2133.0,512000000.0,SSD,,,hp,,windows 10,,i7,1.9,2.7,12.2,17.7,intel,512.0,,intel,intel,True,blue,1.0,4.0
B08F9DX4SW,"Lenovo IdeaPad 3i Laptop, 15.6"" HD Touchscreen Display, Intel Core i3-1115G4 Processor, 8GB DDR4 RAM, 1TB PCIe SSD, Bluetooth, Webcam, Wi-Fi 6, HDMI, Windows 11 Home, Grey",499.99,3 GHz core_i3,,2.0,DDR4 SDRAM,pcie x 4,True,,1596499200.0,15.6,1366.0,768.0,12.0,4100.0,1000000000.0,SSD,,,lenovo,ideapad,windows 11,lithium ion,i3,3.0,0.78,9.98,14.26,intel,256.0,,intel,intel,True,gray,1.0,4.07
B08FC3Z96R,"2020 HP Laptop 15.6"" HD Touchscreen Intel Core i7-1065G7 8GB DDR4 SDRAM 512GB SSD Intel Iris Plus Graphics Windows 10",565.59,1.3 GHz core_i7,,4.0,DDR4 SDRAM,solid state,False,1999.0,1596672000.0,15.6,1366.0,768.0,8.0,2666.0,512000000.0,SSD,,10.0,hp,,windows 10,,i7,1.3,0.78,9.53,14.11,intel,512.0,,iris,intel,True,silver,1.0,3.86
B08FCPDH64,"Dell Latitude 7490 14 HD Anti-Glare, Intel Core i5-8350U, 16GB DDR4, 256GB Solid State Drive, Webcam, Bluetooth, Windows 10Pro (Renewed)",200.0,1.6 GHz core_i5,,1.0,SDRAM,solid state,False,2014.0,1596672000.0,14.0,1920.0,1080.0,16.0,1600.0,256000000.0,SSD,,,dell,latitude,windows 10,lithium ion,i5,1.6,0.75,8.42,12.65,intel,256.0,,intel,intel,True,black,1.0,2.99
B08FCQ86F7,"HP Pavilion Gaming 15-Inch Micro-Edge Laptop, Intel Core i5-9300H Processor, NVIDIA GeForce GTX 1650 (4 GB), 8 GB SDRAM, 256 GB SSD, Windows 10 Home (Shadow Black/Acid Green)",449.99,2.5 GHz corei5_10300h,,4.0,DDR4 SDRAM,solid state,True,,1596672000.0,15.6,1920.0,1080.0,8.0,2400.0,1000000000.0,SSD,,,hp,pavilion,windows 10,lithium metal,,2.5,0.92,10.08,14.17,intel,256.0,,geforce,nvidia,False,black,1.0,4.84
B08FFS8BD6,"ASUS TUF Gaming Laptop, 15.6” IPS Full HD, AMD Quad-Core, 16GB DDR4 Memory, 512GB SSD, Nvidia GeForce GTX 1650, RGB Backlit Keyboard, Webcam, Windows 10 Jawfoal",779.0,2.1 GHz ryzen_5_2600h,2.0,4.0,DDR4 SDRAM,pcie x 4,False,2014.0,1587513600.0,15.6,1920.0,1080.0,16.0,2666.0,512000000.0,SSD,,,asus,,windows 10,lithium ion,ryzen,2.1,1.0,10.3,14.2,amd,,,geforce,nvidia,False,black,1.0,4.9
B08FJ4F8ZG,"HP - OMEN 15-EK0013DX 15.6"" Gaming Laptop 10th Gen Core i7-10750H 16GB RAM- NVIDIA GeForce RTX 2060 - 512GB SSD + 32GB Optane 15.6” FHD 1920X1080-NON Touch Windows 10 Shadow Black",1099.0,2.6 GHz corei7_10750h,,6.0,DDR4 SDRAM,thunderbolt,False,2020.0,1597017600.0,15.6,1920.0,1080.0,16.0,2600.0,512000000.0,SSD,,,hp,,windows 10,lithium ion,,2.6,0.89,9.44,14.1,intel,512.0,,geforce,nvidia,False,black,1.0,5.4
B08FMD9FK5,"Lenovo IdeaPad 3 17IML05 81WC 17.3"" Notebook, Intel i7, 8GB Memory, 256GB SSD, Windows 10 (81WC0015US)",698.19,1 GHz,,4.0,,,False,,1597104000.0,17.3,,,8.0,1300.0,256000000.0,SSD,,,lenovo,ideapad,windows 10,,,1.0,3.0,12.0,22.0,intel,256.0,,,intel,True,,,1.0
B08FMDCSS9,"Lenovo Ideapad 3 2020 Premium Gaming Laptop I 15.6"" FHD IPS 120Hz I Intel Quad-Core i5-10300H (>i7-8850H) I 8GB DDR4 256GB PCIe SSD I 4GB GTX 1650 Backlit Dolby HDMI Win 10 + 16GB Micro SD Card",697.0,2.5 GHz core_i5,,4.0,DDR SDRAM,solid state,False,2014.0,1597104000.0,15.6,1920.0,1080.0,8.0,,256000000.0,SSD,,9.0,lenovo,ideapad,windows 10,,i5,2.5,3.0,11.0,19.0,intel,256.0,,geforce,nvidia,False,black,2.0,4.84
B08FMKZFC6,"ASUS ROG Strix G17 17.3"" Full HD 120Hz Gaming Notebook Computer, Intel Core i7-10750H 2.6GHz, 8GB RAM, 512GB SSD, NVIDIA GeForce GTX 1660 Ti 6GB, Windows 10 Home, Black",1474.82,2.6 GHz core_i7_family,1.0,6.0,DDR4 SDRAM,pcie x 8,True,,1597104000.0,17.3,1920.0,1080.0,8.0,2600.0,512000000.0,SSD,,,asus,,windows 10,lithium ion,i7,2.6,3.7,13.1,18.3,intel,512.0,,geforce,nvidia,False,,,9.2
B08FNJJ2Y1,"Dell XPS 15 9500 15.6 inch UHD+ Touchscreen Laptop - 10th Gen Intel Core i7-10750H 6-Core up to 5.00 GHz CPU, 32GB DDR4 RAM, 1TB PCIe SSD, NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Pro, Silver",1998.0,2.6 GHz core_i7,,6.0,DDR4 SDRAM,solid state,True,,1597017600.0,15.6,3840.0,2400.0,32.0,2933.0,1000000000.0,SSD,,,dell,xps,windows 10,lithium ion,i7,2.6,0.71,9.06,13.57,intel,1000.0,,geforce,nvidia,False,silver,1.0,8.9
B08FNPD12S,"Dell XPS 15 9500 15.6 inch UHD+ Touchscreen Laptop - 10th Gen Intel Core i7-10750H 6-Core up to 5.00 GHz CPU, 64GB DDR4 RAM, 1TB PCIe SSD, NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Pro, Silver",1780.96,2.6 GHz core_i7,,6.0,DDR4 SDRAM,solid state,True,,1597017600.0,15.6,3840.0,2400.0,64.0,2933.0,1000000000.0,SSD,,,dell,xps,windows 10,lithium ion,i7,2.6,0.71,9.06,13.57,intel,1000.0,,geforce,nvidia,False,silver,1.0,8.93
B08FNQ3XTR,"Dell Latitude 7480 Laptop - Intel Core i5-7300U CPU 2.60GHz, 16GB RAM, 256GB SSD, 14 HD Display, Webcam, Windows 10 Pro (Renewed)",284.99,2.6 GHz core_i5,3.0,1.0,SDRAM,solid state,False,2014.0,1597104000.0,14.0,1920.0,1080.0,16.0,2600.0,256000000.0,SSD,,4.0,dell,latitude,windows 10,lithium ion,i5,2.6,0.77,8.69,13.3,intel,256.0,,intel,intel,False,black,1.0,0.131875
B08FP1RDHH,Dell Precision 5530 15.6” FHD IGZO4 Laptop Notebook Computer Intel 6-Core i7-8850H 2.60 GHz 32GB RAM 1TB SSD Nvidia Quadro P1000 No DVD Win 10 Pro (Renewed),740.0,2.6 GHz core_i7_8750h,,6.0,DDR4 SDRAM,usb 3.1,True,,1597104000.0,15.6,1920.0,1080.0,32.0,2600.0,1000000000.0,SSD,,,dell,precision,windows 10,lithium ion,i7,2.6,,,,intel,,,nvidia,nvidia,False,,,6.29
B08FQLBRPG,"Lenovo ThinkPad X270 12.5"" 8GB 256GB Intel Core i7-6600U X2 2.4GHz, Black (Renewed)",214.99,,,,,,False,,1609804800.0,12.5,,,8.0,,,SSD,,13.04,lenovo,,windows 10,,,,,,,intel,,,intel,intel,True,,,4.84
B08FXNWK7W,"HP 2021 Newest Chromebook 11.6 Inch Laptop, Intel Celeron N3350 up to 2.4 GHz, 4GB LPDDR2 RAM, 32GB eMMC, WiFi, Bluetooth, Webcam, Chrome OS + NexiGo 32GB MicroSD Card Bundle",230.0,,,,,,False,,1597363200.0,,,,,,,,,,,,chrome os,,,,0.78,10.0,19.0,,,,,,,,,2.98
B08FYPCBDF,"HP Chromebook 14-Inch HD Laptop, Intel Celeron N4000, 4 GB RAM, 32 GB eMMC, Chrome (14a-na0020nr, Ceramic White) (Renewed)",199.0,1.1 GHz celeron_n4000,,2.0,DDR4 SDRAM,,True,,1597449600.0,14.0,1366.0,768.0,4.0,2600.0,32000000.0,,,13.5,hp,,chrome os,lithium ion,celeron,1.1,3.0,9.0,20.0,intel,32.0,,,intel,True,white,2.0,3.24
B08G15NFQW,"Lenovo IdeaPad 5 Laptop: 10th Gen Core i5-1035G1, 16GB RAM, 1TB SSD, 15.6"" Full HD IPS Touchscreen",725.0,3.6 GHz core_i5,2.0,4.0,DDR4 SDRAM,solid state,False,2014.0,1597622400.0,15.6,1920.0,1080.0,16.0,3200.0,1000000000.0,SSD,,9.0,lenovo,,windows 10,lithium ion,i5,3.6,0.75,9.1,14.1,intel,1000.0,,intel,intel,True,gray,2.0,4.44
B08G5BP5RD,"Lenovo ThinkPad T15 Gen 1 20S6003YUS 15.6"" No Notebook - 4K UHD - 3840 x 2160 - Intel Core i7 (10th Gen) i7-10610U Quad-core (4 Core) 1.8GHz - 24GB RAM - 1TB SSD - Glossy Black",1899.0,apple_ci7,1.0,1.0,,,False,,1597708800.0,15.6,3840.0,2160.0,24.0,1800.0,,SSD,,,lenovo,,windows 10,,i7,,,,,intel,,,,intel,True,black,1.0,6.01
B08G5BRRMY,Hp 15-Dy1051Wm Laptop Intel Core i5 1.00 GHz 8GB Ram 256GB Windows 10 Home (Renewed),249.99,1 GHz core_i5_family,,4.0,DDR4 SDRAM,solid state,False,,1597708800.0,15.6,1366.0,768.0,8.0,,256000000.0,SSD,,,hp,,windows 10,,i5,1.0,0.7,9.53,14.11,intel,256.0,,intel,intel,True,silver,1.0,5.0
B08G8SJZ2R,"ASUS X512DA-BTS2020RL 15.6"" Full HD Laptop – AMD Ryzen 5 - AMD Radeon Vega 8 - 512GB PCIe SSD – 8GB RAM",533.0,2.1 GHz amd_ryzen_5_1400,,2.0,DDR2 SDRAM,,False,2014.0,1597795200.0,15.6,1920.0,1080.0,8.0,2400.0,512000000.0,SSD,,5.0,asus,,windows 10,lithium metal,ryzen,2.1,4.0,12.6,19.0,amd,,BD-ROM,radeon,amd,False,silver,1.0,3.7
B08GDLPB8X,"HP 17.3 Inch FHD Laptop Computer 10thGEn Intel Core i5-1035G1 up to 3.6GHz, 12GB RAM, 1TB HDD, Intel Graphics, Backlit Keyboard, WiFi, Bluetooth, Windows 10 (Renewed)",568.88,1 GHz core_i5_1035g1,,1.0,DDR4 SDRAM,serial ata,False,1999.0,1597881600.0,17.3,1920.0,1080.0,12.0,3600.0,1000000000.0,HDD,,8.0,hp,,windows 10,lithium metal,i5,1.0,0.96,10.72,16.33,intel,,,intel,intel,True,silver,1.0,5.43
B08GHF77KF,"HP 14 Laptop, AMD 3020e, 4 GB RAM, 64 GB eMMC Storage, 14-inch HD Display, Windows 10 Home in S Mode, Long Battery Life, Microsoft 365, (14-fq0070nr, 2020)",109.0,2.6 GHz amd_e_series,3.0,2.0,DDR4 SDRAM,,True,,1599350400.0,14.0,1366.0,768.0,4.0,2400.0,32000000.0,,,9.5,hp,,windows 10,,,2.6,0.71,8.86,12.76,amd,,None,,amd,True,white,2.0,3.24
B08GJ9L8M3,"Lenovo Legion 7i Gaming Laptop: Core i7-10750H, NVidia RTX 2070, 15.6"" Full HD 144Hz 500nits HDR400 Display, 16GB RAM, 512GB SSD",2699.0,5 GHz,,6.0,DDR4 SDRAM,,True,,1597449600.0,15.6,,,16.0,2666.0,,HDD,,,lenovo,,windows 10,lithium polymer,,5.0,0.91,9.27,14.11,intel,512.0,,,nvidia,False,,,9.23
B08GS2X441,"HP 15 Laptop, AMD Ryzen 3 3250U Processor, 8 GB RAM, 256 GB SSD Storage, 15.6-inch HD Micro-Edge Display, Win 10 Home, Long-Lasting Battery, HP Fast Charge, 720p Webcam (15-ef1021nr, 2020) (Renewed)",379.0,2.6 GHz ryzen_3,,2.0,DDR4 SDRAM,gigabit ethernet,True,2020.0,1614556800.0,15.6,1366.0,768.0,8.0,,,,,7.0,hp,,windows 10,,ryzen,2.6,0.78,9.53,14.11,amd,,,radeon,amd,True,silver,2.0,4.84
B08GSCGRDH,"Dell Latitude 7370 Touch 13.3 Inch Laptop PC, Intel Core M5-6Y57 1.1GHz, 8G DDR3, 256G SSD, WiFi, HDMI, Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish(Renewed)",564.6,1.1 GHz core_m_6y57,,2.0,DDR3 SDRAM,solid state,False,,1598400000.0,13.3,1920.0,1080.0,8.0,,256000000.0,SSD,,,dell,latitude,windows 10,,,1.1,0.56,8.29,12.0,intel,,,,intel,True,black,1.0,2.5
B08GY7K8ZS,"HP - 11.6"" Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Ash Gray (Renewed)",97.95,1.1 GHz celeron,,1.0,DDR DRAM,ethernet 10/100/1000,False,,1598659200.0,11.6,1366.0,768.0,4.0,,32000000.0,SSD,,,hp,,chrome os,,celeron,1.1,0.7,8.2,12.0,intel,32.0,,intel,intel,True,gray,2.0,2.98
B08H4YTTLP,"ASUS VivoBook 15 F515 Thin and Light Laptop, 15.6” FHD Display, Intel Core i3-1005G1 Processor, 4GB DDR4 RAM, 128GB PCIe SSD, Fingerprint Reader, Windows 10 Home in S Mode, Slate Grey, F515JA-AH31",269.0,3.4 GHz core_i3,2.0,2.0,DDR4 SDRAM,usb 3.2,True,2014.0,1603411200.0,15.6,1920.0,1080.0,4.0,3400.0,128000000.0,SSD,,,asus,vivobook,windows 10,lithium polymer,i3,3.4,0.78,9.2,14.2,intel,,None,intel,intel,True,gray,2.0,3.97
B08H5XQR8M,"2021 HP Stream 14"" HD Laptop Computer, Intel Celeron N4020 Processor, 4GB RAM, 64GB eMMC, HD Audio, HD Webcam, Intel UHD Graphics 600, 1 Year Office, HDMI, Win 10 S, White, 128GB SnowBell USB Card",269.0,1.1 GHz celeron_n4020,,2.0,DDR4 SDRAM,solid state,True,,1598918400.0,14.0,1366.0,768.0,4.0,,64000000.0,SSD,,,hp,,windows 10,,,1.1,3.0,12.0,19.0,intel,64.0,,intel,intel,True,white,1.0,3.2
B08H6SCT6Q,"ASUS ZenBook Flip S 13 Ultra Slim Laptop, 13.3” 4K UHD OLED Touch Display, Intel Core i7-1165G7 CPU, Intel Iris Xe, 16GB RAM, 1TB SSD, Thunderbolt 4, TPM, Windows 10 Pro, Jade Black, UX371EA-XH77T",1799.0,4.7 GHz apple_ci7,3.0,4.0,DDR4 SDRAM,usb-c,True,2020.0,1602633600.0,13.3,3840.0,2160.0,16.0,4266.0,1000000000.0,SSD,,15.0,asus,zenbook,windows 10,lithium ion,i7,4.7,0.55,8.3,12.0,intel,1000.0,None,iris,intel,True,black,2.0,2.87
B08H6YZY3Y,"HP Chromebook 11-inch Laptop - Up to 15 Hour Battery Life - MediaTek - MT8183 - 4 GB RAM - 32 GB eMMC Storage - 11.6-inch HD Display - with Chrome OS™ - (11a-na0021nr, 2020 model, Snow White)",159.99,2 GHz mediatek_mt8183,,8.0,SDRAM,usb,True,1999.0,1601769600.0,11.6,1366.0,768.0,4.0,,32000000.0,,,15.45,hp,,chrome os,lithium metal,,2.0,0.66,7.59,11.22,mediatek,,None,,integrated,True,white,2.0,2.36
B08HHGM3MB,"HP Chromebook 11-inch Laptop - MediaTek - MT8183 - 4 GB RAM - 32 GB eMMC Storage - 11.6-inch HD Display - with Chrome OS™ - (11a-na0030nr, 2020 model, Indigo Blue)",109.99,2 GHz mediatek_mt8183,,8.0,SDRAM,usb,True,,1601769600.0,11.6,1366.0,768.0,4.0,,32000000.0,,,,hp,,chrome os,lithium ion,,2.0,0.66,7.59,11.22,mediatek,,None,,mediatek,True,blue,2.0,2.36
